Month,Income (₹),Savings (₹),Rent (₹),Groceries (₹),Transportation (₹),Utilities (₹),Dining Out (₹),Entertainment (₹),Medical (₹),Total Expenditure (₹)
2024-07,523500,70600,173800,52000,14200,16800,16100,16700,17100,309300
2024-07,134800,15000,33600,11000,6300,3300,5400,6200,3900,71100
2024-07,284300,71300,70900,15600,15900,5400,3600,11400,18000,140000
2024-07,61300,11300,21300,5500,4000,1800,1200,2200,3300,40300
2024-07,32200,8700,10800,3000,600,1200,1300,600,700,18100
2024-07,44000,7500,15500,2500,1900,1400,2700,1500,1700,27900
2024-07,19900,5500,6700,2800,900,200,1300,500,300,12700
2024-07,107000,11100,30900,11200,7600,1800,2900,4400,1800,61000
2024-07,150600,22800,48500,16900,9700,4100,7600,6700,2900,95600
2024-07,139200,38200,46500,15400,5800,5500,12800,2700,2000,90700
2024-07,21300,3300,3100,2300,600,900,2000,400,500,9500
2024-07,521100,54600,178500,29100,35800,10700,40800,16300,8300,312400
2024-07,250500,62700,72500,29300,11200,9900,9400,4400,5500,141200
2024-07,98900,20100,27200,9600,4900,4200,8100,1300,4800,59600
2024-07,80000,24300,19600,7900,1700,1400,6300,2100,2100,39900
2024-07,79400,14700,24500,6100,3800,2100,2100,1400,1600,41500
2024-07,35500,3200,7700,2300,1800,800,1400,1400,300,15700
2024-07,95100,24100,30500,8900,3200,2200,5500,3000,800,53500
2024-07,279700,77300,75100,17600,11300,9700,17300,12900,11600,156400
2024-07,37000,8000,7800,2000,2200,600,3500,1100,800,18600
2024-07,46300,8500,8200,3500,2200,1100,2400,600,2300,20400
2024-07,47400,8600,9400,3700,1600,1200,3900,1200,200,21700
2024-07,30200,7000,8800,2700,1200,800,2500,1400,700,18300
2024-07,166200,24100,30600,17800,6800,7300,13900,7600,2800,85100
2024-07,192700,27000,73400,17100,11600,6400,13400,6000,10500,132800
2024-07,106600,22400,23200,9900,6600,4800,4800,4300,1800,55800
2024-07,29300,5600,3600,2800,600,1300,2100,1200,1000,12800
2024-07,89000,22400,27400,5400,6300,4000,3300,3800,4500,53700
2024-07,99200,17400,17300,8700,4300,3200,7200,6900,2200,50500
2024-07,19900,3200,4800,2600,1000,400,1400,900,500,11500
2024-07,99200,21500,25700,11200,3600,2200,5300,3600,3600,55300
2024-07,87100,7700,18900,7700,3100,3000,2400,3800,2800,42500
2024-07,93800,22700,33000,8600,900,1500,7800,3000,1100,55900
2024-07,68200,16600,28100,5100,2600,2500,4000,4300,4200,50200
2024-07,38400,6300,6600,3900,2100,1300,900,1300,2200,18100
2024-07,79300,10100,18200,10600,3500,2700,5900,3500,600,46000
2024-07,67400,7500,8800,5100,1700,1900,5500,0,2100,25300
2024-07,108100,21600,19300,3800,4800,2000,4700,3300,1500,38900
2024-07,156400,26300,22600,14700,8600,2000,12100,3700,4800,68200
2024-07,188400,22600,38600,18500,9300,3200,6400,2100,6700,84500
2024-07,22900,4800,6900,2500,1400,800,1000,400,900,13900
2024-07,19600,4900,6600,1900,1200,700,800,0,900,12000
2024-07,65100,14600,16200,2900,4200,1800,100,3100,3100,31400
2024-07,25900,3900,9600,2500,500,900,700,600,1600,16600
2024-07,109700,36200,31800,15000,4100,5200,1400,4900,4300,65300
2024-07,450600,25700,90400,51600,15500,8400,29100,28400,9500,240300
2024-07,69100,9100,20200,6000,2600,2700,3400,1800,2100,39100
2024-07,85800,25600,23100,5600,5700,1300,2300,1600,3600,43100
2024-07,102200,32300,29700,13300,4800,3100,9100,5400,0,65900
2024-07,63600,5800,16900,4600,3200,1500,2900,1900,1200,33400
2024-07,68600,13400,21900,7200,1500,2500,4800,2500,1900,42900
2024-07,389600,73800,129700,42300,18500,10100,32600,9600,15500,260400
2024-07,57400,14300,13200,3300,4000,2000,3600,700,0,27100
2024-07,394000,60100,140800,8700,16400,7800,39600,5800,15400,231400
2024-07,684400,113800,140900,61700,41300,17500,20100,4700,18100,298200
2024-07,32200,3600,9000,3900,1200,900,2800,1300,500,19400
2024-07,40200,9800,8000,4100,3800,1600,1700,1800,800,21900
2024-07,30300,3900,10300,3200,1400,1000,1400,300,1100,18600
2024-07,28000,4600,9000,2700,600,800,1300,900,800,16200
2024-07,41900,7600,6500,5400,3000,1500,900,1500,1100,19600
2024-07,313300,64500,102800,25900,3100,7800,17200,7400,13500,176700
2024-07,47400,8700,14400,2100,1800,2200,2100,2800,2000,26400
2024-07,104600,21900,32600,14700,6300,3400,7500,5400,5200,75100
2024-07,300700,42400,49900,26300,8100,13800,23200,10600,9700,139700
2024-07,28100,3200,6100,3600,1000,900,1500,700,1200,15000
2024-07,183200,28800,38600,12100,14600,6700,14900,7000,5200,99400
2024-07,42700,13700,18000,3400,1300,1200,2700,800,1700,28900
2024-07,26900,5300,5700,2400,1000,700,1100,900,1500,13400
2024-07,147400,23200,37700,9600,9800,1900,15700,3600,3400,79700
2024-07,59700,16600,14800,5200,3500,1700,3100,2700,2000,33200
2024-07,188800,27300,56200,13100,9000,7400,12200,7800,7200,114800
2024-07,239100,11900,33300,17800,9500,6100,14100,8900,7800,97300
2024-07,152100,27600,33200,12800,10600,7800,10000,2700,3200,80100
2024-07,40300,9200,8700,7300,1100,1000,1500,2000,1000,23900
2024-07,32000,5700,4400,3100,700,1200,2100,600,2300,14200
2024-07,306300,56400,90200,22900,6100,8100,9100,12000,13200,160900
2024-07,223300,48900,51700,24000,7200,7600,9700,11900,5500,116400
2024-07,599000,94000,132100,58500,20800,19500,25600,5700,15700,278500
2024-07,77200,12600,23500,7500,3900,2300,2500,2200,400,41500
2024-07,101300,22600,38700,8200,5000,4200,7500,3700,2700,69600
2024-07,193700,37100,37400,19500,10200,4200,8100,8600,5100,92900
2024-07,69100,2200,17500,7600,2200,2600,2000,0,1700,33500
2024-07,414400,76400,105900,42400,18100,9800,19000,6000,5000,205200
2024-07,146200,36100,48400,12900,6100,7700,8200,5000,1600,91600
2024-07,86800,19400,16500,6200,1300,4000,2200,2400,3400,34900
2024-07,142300,30100,31100,19000,12200,4400,9500,2700,8100,87100
2024-07,169000,23300,21300,9500,12700,7300,7700,3600,6700,70100
2024-07,29700,6000,6800,3700,1500,1100,2300,900,700,17400
2024-07,672700,67800,170500,36400,42500,18500,29000,31200,34700,348700
2024-07,66100,12900,8700,4000,2800,2100,3400,1900,2600,25300
2024-07,143100,38400,25800,4400,7900,4600,11200,6300,6100,67200
2024-07,100600,18000,30000,11900,6200,3000,8400,4600,1800,65600
2024-07,146300,24100,49000,17100,9600,4500,5800,6700,4400,96400
2024-07,53800,5700,9000,3200,3600,400,4800,1900,0,22400
2024-07,37900,7000,11500,4700,1000,900,2200,1400,400,21800
2024-07,488800,74900,79400,21700,7900,17000,17100,21100,20900,183400
2024-07,23900,5800,7800,2700,1000,700,2100,300,400,15700
2024-07,55100,6700,20400,5300,1700,1800,3700,400,1600,34700
2024-07,427500,98100,99000,34100,17300,18700,21800,10600,9800,209100
2024-07,362300,34400,23100,19900,15500,7200,13700,8100,200,86100
2024-07,85000,13700,9800,11500,1900,2400,3100,3200,3100,34600
2024-07,96300,11100,37800,6600,3800,1300,4700,600,1800,58100
2024-07,62200,5300,6500,5700,2900,1700,2100,2200,1200,22300
2024-07,22400,2800,6000,2600,1400,800,1400,800,900,14200
2024-07,97800,29700,29900,8700,3600,1500,4700,5100,1700,54500
2024-07,220500,43900,63500,22000,8800,6100,12600,2800,12700,128500
2024-07,214500,55200,29100,9100,15100,1100,14500,7800,7300,85200
2024-07,166200,21300,59400,9400,14100,4800,6700,4600,5700,101200
2024-07,258700,55800,82400,41100,6600,11100,14900,0,12600,169000
2024-07,30400,2000,7700,6000,700,800,1000,1200,600,17500
2024-07,107800,5500,34200,14200,6300,4000,10100,900,3900,74200
2024-07,40400,7100,9400,3000,1600,1900,500,1600,1200,19300
2024-07,51100,6100,14500,4400,3800,1500,4300,2600,600,31900
2024-07,70800,12800,22700,5400,1400,1900,5700,1700,1800,40100
2024-07,292800,62000,88300,22400,14900,7000,8900,7100,7300,153400
2024-07,49700,11600,10300,3200,1400,1600,2600,600,700,20500
2024-07,32000,7800,9800,3900,3000,1300,2300,400,900,21000
2024-07,25900,4900,6100,2000,1300,900,1100,800,600,13200
2024-07,227500,56900,39300,28700,8900,5100,21100,6800,4500,114800
2024-07,73200,10200,23000,10300,3200,3300,2000,2600,2200,45700
2024-07,26800,6300,7700,3600,1000,600,2300,1000,800,16800
2024-07,42900,6100,9500,1600,2200,1500,3100,500,1200,19400
2024-07,134000,20800,38500,11100,5700,2400,2900,3100,5100,68600
2024-07,20900,3800,5100,2300,1000,400,1600,500,600,11700
2024-07,235200,23400,50500,21900,9900,6700,11900,8600,4500,114100
2024-07,237700,28100,70900,10400,14400,6700,18100,15400,8100,146100
2024-07,34700,8500,9800,3800,2100,900,3200,1200,0,21300
2024-07,42700,8200,12800,5200,3000,2200,2200,800,1500,27700
2024-07,391500,53700,104800,32400,14800,7600,34500,15100,14300,220100
2024-07,52100,10800,8000,4300,2900,2700,5200,1100,1300,25700
2024-07,77400,16100,16200,5100,6100,3100,4800,3400,2600,42500
2024-07,173100,32600,39300,17800,1700,2200,16900,1500,3800,81700
2024-07,366100,72600,63000,48200,11400,8100,10600,23500,4000,173100
2024-07,396800,70000,180900,7900,13700,4300,28500,9800,10900,249900
2024-07,195400,33100,64200,20600,8900,1100,12000,3900,9700,122000
2024-07,105300,22400,34000,7200,1100,2800,8600,1300,5200,58900
2024-07,45200,7100,12900,4900,2600,1100,1900,1200,1900,27400
2024-07,168000,44400,46700,3900,4300,4200,20200,1500,6900,86500
2024-07,66000,15700,12700,7600,5900,1100,3200,3100,1700,35500
2024-07,98400,20000,27700,9500,4100,2100,4100,4100,3500,55400
2024-07,312400,33900,101000,26200,23600,12200,17300,0,7800,196200
2024-07,44400,9700,7100,4500,3800,1300,1800,1300,1200,21200
2024-07,63700,13400,23400,6100,2200,1700,2800,2100,2700,41900
2024-07,22800,3000,6000,2300,1400,500,2500,700,300,13600
2024-07,104500,22400,32000,10000,2700,4600,10200,4300,3000,66400
2024-07,22800,4200,4200,4300,700,1000,1100,700,100,12000
2024-07,41100,5300,10500,800,2600,1000,2700,1500,2300,21500
2024-07,38600,9200,4700,4100,2500,1100,2100,1400,900,17100
2024-07,82000,25800,15500,12400,2100,1900,4900,3600,3500,43800
2024-07,220100,10300,32600,31200,11900,3800,0,5200,8900,96000
2024-07,90800,16800,21100,10800,8200,3000,6100,4300,1000,53000
2024-07,399100,75100,134200,48800,29100,7400,3400,15600,13500,251300
2024-07,77100,17500,33300,6300,3100,1700,3300,3200,1800,53500
2024-07,30400,6800,9600,3200,900,400,1900,900,800,17800
2024-07,269700,28700,41500,26100,15600,8300,15500,2300,9600,120000
2024-07,20100,3600,3200,1400,1400,800,1500,1100,700,10300
2024-07,493900,154200,107700,57800,26800,16200,30000,2400,22300,258200
2024-07,26700,1600,5000,2200,1400,1000,2000,1300,800,13800
2024-07,527300,145200,136500,64400,23600,20800,27100,21300,10600,307500
2024-07,19400,4000,5000,1300,1400,500,1300,700,500,10700
2024-07,202600,39700,76500,23200,15100,8400,16100,3500,8600,150400
2024-07,108100,16400,39400,11300,4100,3100,7700,3400,300,68100
2024-07,339900,72200,56300,22600,17400,14000,0,16000,19600,150900
2024-07,46700,7000,8700,5100,4100,1500,3400,1700,1300,25300
2024-07,103300,21300,19700,11400,3200,4500,8400,4200,1000,53000
2024-07,474600,65000,79800,28100,21900,6600,41600,1100,2800,179000
2024-07,49200,7400,16300,2700,2100,2100,4100,1600,1500,30500
2024-07,87500,20100,19300,9600,5100,2300,1300,3300,2000,44700
2024-07,217500,41200,74300,22600,6400,9400,5900,10600,10900,142300
2024-07,79800,17700,24200,7600,2600,3600,7200,1900,600,47400
2024-07,55300,3300,14300,2100,2100,1400,2500,500,300,23600
2024-07,70500,16300,13500,9400,5400,2200,7100,2100,2000,40900
2024-07,567800,77200,149000,57500,21200,17000,24500,7700,0,272400
2024-07,39600,9700,11300,3300,2900,1100,1500,1200,700,21400
2024-07,34300,6500,11000,1800,1200,400,2700,800,1200,19000
2024-07,474200,55600,174000,56200,29300,12000,31200,16800,12400,330700
2024-07,265600,65500,36700,20400,23200,10100,2600,6400,10200,110400
2024-07,59400,7000,13800,2200,2800,2300,4600,2200,1400,29600
2024-07,59700,9600,11600,3700,4200,1800,3900,1100,1800,27900
2024-07,41800,9400,10600,4400,1800,1400,4100,700,700,24300
2024-07,48300,8300,12300,5800,3600,400,2700,1600,300,26800
2024-07,77200,19200,15500,4000,5400,1900,4800,1500,3900,36800
2024-07,62100,9500,20700,6900,2700,1400,6200,2900,800,42000
2024-07,110100,25400,38100,9400,7300,3700,6400,600,7600,72000
2024-07,44900,13500,10000,3000,1700,1200,1500,2100,1500,21000
2024-07,725100,165400,172100,57000,36600,25200,25600,15500,11200,344600
2024-07,484400,87500,116200,54500,37000,17500,29300,16600,16700,281500
2024-07,264800,29500,65000,26900,5100,5400,25600,17300,10800,156800
2024-07,80300,13300,29000,9600,4300,2600,4400,800,2200,53200
2024-07,74700,20800,16500,6900,5000,2100,4000,400,2600,37400
2024-07,203200,29300,19200,18600,10500,4400,5700,3800,6400,68500
2024-07,216000,64800,37000,32200,9500,7600,20000,10600,7100,125400
2024-07,45100,6300,11800,3000,2400,1600,2600,900,2000,24800
2024-07,677100,191700,207000,65000,6800,9000,51700,27600,18900,387700
2024-07,184700,28400,36500,18400,8300,5400,6300,6800,2900,86600
2024-07,454700,86800,99200,31600,15100,19900,45100,16600,16100,241600
2024-07,116400,11200,29300,12300,6200,3600,5400,3700,2500,62500
2024-07,88900,23400,18900,9600,4700,1300,10800,4600,3700,52400
2024-07,106600,23600,28700,8000,4600,4500,4000,3300,4300,58200
2024-07,616800,78300,132800,28400,40700,23100,41500,22100,21300,312200
2024-07,220700,39300,64600,18900,2200,4400,17800,4900,2900,114700
2024-07,33700,7600,13400,3600,900,200,3200,800,1300,24100
2024-07,32700,5600,7300,2500,1300,1400,3400,800,200,17200
2024-07,78800,12300,22500,9100,3800,1600,6200,3800,3600,51800
2024-07,292500,34200,89900,19900,24000,8700,12000,12000,13200,177300
2024-07,598000,102600,193300,55200,21500,19100,29200,4900,13800,334700
2024-07,35100,3200,9200,1900,1900,900,3400,1700,2100,21200
2024-07,77400,8300,22800,5200,6700,2800,4000,1700,3500,48600
2024-07,55700,12600,19700,5000,1800,1200,1200,2200,1500,32600
2024-07,562200,131600,138100,72800,34200,13900,50100,9900,14100,328400
2024-07,159600,30400,37600,15900,5700,6100,16200,4700,5300,90800
2024-07,209300,33600,10500,17500,12500,5200,9200,7600,3900,65900
2024-07,69200,7500,15300,5100,3200,2600,1400,2100,3600,33500
2024-07,74400,6000,22100,4600,3400,2200,5800,4000,3300,46000
2024-07,41200,6000,8700,4500,1900,400,1600,1600,1300,20300
2024-07,36200,7200,9200,2500,1600,400,2300,900,1500,18000
2024-07,208500,28200,77100,23100,16300,3800,3200,4800,3900,133100
2024-07,179600,19700,61700,11100,4200,6800,10700,6100,3500,104400
2024-07,647300,89900,191900,23300,32100,32000,30000,24100,27900,359500
2024-07,369800,81800,96500,27300,21900,9300,19100,13100,9700,196500
2024-07,100600,13600,27000,7500,4800,2800,4700,2100,2200,50800
2024-07,229100,48700,78700,15600,11700,8600,18100,8000,9500,151800
2024-07,669300,163100,266800,84600,30700,6900,44600,11600,15400,472100
2024-07,172500,25000,44500,16100,10200,5300,13900,5600,4900,101700
2024-07,25800,2900,6100,2300,500,900,1400,1100,600,13200
2024-07,70400,12400,20500,4400,4400,1700,4200,2800,2200,39600
2024-07,44000,7200,10900,4600,3000,1100,2800,1400,1500,25600
2024-07,362000,40700,111200,31100,18400,14700,24300,14600,11100,227700
2024-07,91800,18500,30000,10900,7600,3700,2800,900,1800,57200
2024-07,25400,3800,9700,2300,800,600,2100,900,1300,17500
2024-07,288300,20800,41100,34200,13500,16400,17900,6500,14000,139400
2024-07,63300,13500,12000,7300,3700,1800,4600,2100,2100,33500
2024-07,104400,12100,27000,8700,6000,4400,11500,1700,4600,63100
2024-07,38600,9900,9700,3000,900,1300,2400,700,700,18800
2024-07,291700,57500,62600,28300,6900,6800,20600,12300,3000,137700
2024-07,63000,9500,17100,9300,1500,1600,4000,1500,1900,37300
2024-07,272900,37200,85300,28400,11800,7400,5900,14800,10100,159200
2024-07,108400,27500,38100,11400,4200,1500,7500,2200,6100,74900
2024-07,144100,33200,20400,12800,11000,5100,4300,1700,6700,61000
2024-07,72700,7100,15600,4400,3300,2400,6800,1900,3100,37700
2024-07,101800,15600,24200,9700,7700,3300,5200,1700,100,52700
2024-07,212100,47900,44100,22000,11600,2400,16300,4700,7700,108300
2024-07,110500,10700,16400,12600,5400,2100,7000,1500,2100,46700
2024-07,24700,4200,7300,2300,1800,1200,2400,1200,700,16500
2024-07,45800,5500,9300,4700,700,1300,2100,1400,1100,20400
2024-07,130600,29800,42200,10800,5900,2300,12500,9600,5700,87000
2024-07,76000,11400,12900,5200,3500,1800,8400,1600,5200,37800
2024-07,135600,27500,35100,18900,10300,2100,12900,8200,2400,87800
2024-07,26600,6500,8400,3100,700,1000,1100,1200,900,16400
2024-07,38900,8200,9300,2700,2700,1400,1400,300,700,18100
2024-07,25000,2000,6700,1800,1400,800,1700,700,500,13800
2024-07,97100,19400,19100,6200,5300,3900,7100,3300,2000,46500
2024-07,53500,12400,19900,5800,1400,1300,2300,800,2400,34300
2024-07,60700,5100,14500,4800,2200,1500,3600,2700,2800,32900
2024-07,58200,13000,11500,4300,3400,1300,1100,2100,1900,25800
2024-07,725800,51500,219000,91500,39400,16800,80800,35400,5800,485800
2024-07,108400,19700,31700,13300,10000,5700,3900,2900,3600,71000
2024-07,73500,17600,14000,8400,2200,3400,4700,300,1100,33800
2024-07,210900,34400,52500,17900,12300,7900,19200,2400,6800,117400
2024-07,94900,17100,26700,8100,3200,2800,4700,4200,1900,52900
2024-07,98300,18500,20800,4300,4400,2300,2200,4300,4200,42400
2024-07,266700,60400,66800,31400,7600,6800,15600,4900,8300,140900
2024-07,688800,140000,219000,75000,34400,17300,44900,13700,8800,413500
2024-07,44300,8400,10800,4500,3400,1600,2200,1400,1400,24900
2024-07,702600,65600,298900,76500,22300,16500,55900,25000,32300,543500
2024-07,67400,17000,11300,6900,700,1200,4700,1500,2400,28900
2024-07,49800,10600,17900,5300,2300,1700,4800,900,1900,34600
2024-07,49500,11700,10300,3200,3600,200,2900,700,2600,23600
2024-07,688700,102500,205300,87800,17200,19700,55800,23700,24800,431900
2024-07,108800,25900,25900,14200,3900,2100,5900,1300,1400,54800
2024-07,66300,7600,18600,6500,2600,3100,5500,0,2400,38800
2024-07,85800,8800,34100,1700,4400,1500,6900,5000,3400,55500
2024-07,35000,3500,7800,3400,2500,500,2000,900,500,18100
2024-07,40500,4800,7400,4500,1600,1000,1500,1000,1600,18600
2024-07,20500,3300,4200,1400,1300,600,2000,700,800,11300
2024-07,28100,8400,8400,2000,1600,500,900,600,500,14300
2024-07,26000,4800,6400,3300,800,800,1800,300,1000,14300
2024-07,30500,2700,7600,2700,1300,1200,2800,1200,200,17000
2024-07,56300,8400,14400,5800,1500,2200,5300,1000,1500,31700
2024-07,46300,2900,14200,1900,1700,1100,3600,1700,2500,26800
2024-07,105900,21400,30900,8900,9000,2900,0,3100,4700,59800
2024-07,180700,23900,32800,12600,7500,6200,12900,6700,4300,82500
2024-07,71400,14500,15400,7900,5800,2300,3200,3000,2600,39900
2024-07,215300,68200,57100,15800,18200,7400,13900,6400,1900,123800
2024-07,23100,4000,8600,2600,800,1000,400,300,600,14500
2024-07,50300,7300,11600,3500,3800,800,3800,800,1200,25500
2024-07,41400,6400,15000,3000,2100,500,3500,800,1300,26100
2024-07,28000,5600,9700,2700,1800,700,1900,1800,1400,20000
2024-07,26300,5900,6900,1000,1400,400,1000,400,800,11800
2024-07,45200,11300,9500,3700,1400,1000,3600,2000,2000,23200
2024-07,28600,6400,4600,2500,2400,1200,900,700,1200,13500
2024-07,40300,7200,10900,3200,2300,2000,4300,1300,700,24700
2024-07,75800,12900,19300,5000,2700,2400,3200,3100,1700,37100
2024-07,42900,7100,15000,5500,2300,2000,4100,1100,1100,31300
2024-07,85900,13800,28900,7800,5000,2200,0,3400,5400,51700
2024-07,106400,8700,26700,4000,8000,1400,5700,2600,4800,53300
2024-07,197400,48700,61200,19800,10600,8200,17100,6400,6300,133000
2024-07,34900,10400,11000,2700,1900,700,2700,1000,0,20300
2024-07,155300,35300,28400,18900,7800,4200,2000,3600,6100,72000
2024-07,91700,16000,24400,8300,4000,3500,3600,3500,2600,50400
2024-07,36200,6000,7400,3400,2200,1700,2200,1600,1300,19600
2024-07,221800,46000,75800,19100,2200,3000,7200,0,4200,111000
2024-07,697600,193300,174900,67300,15000,12100,19300,34400,13100,341600
2024-07,21800,4200,3400,1700,1400,500,900,200,300,8500
2024-07,28600,3900,4500,1500,1500,1000,1400,500,600,10900
2024-07,136000,31700,27300,5400,6500,4900,11900,4000,5300,64400
2024-07,188500,31800,32900,7700,8700,3300,10000,4300,3700,71100
2024-07,47800,7400,7300,6600,1300,1300,0,2000,1100,19400
2024-07,38600,6200,8000,2100,1300,1500,5200,900,1200,20000
2024-07,56700,10500,14500,7900,3000,1900,1000,1200,3200,31900
2024-07,82700,10200,8700,9000,5400,2100,9200,4500,1300,40300
2024-07,106400,14400,35500,9400,11100,2900,7300,700,2800,70300
2024-07,105600,18900,29500,9700,6300,3000,12300,3200,2200,65600
2024-07,73000,15300,12700,9000,3800,1600,6200,2300,3800,41000
2024-07,248200,56800,73100,27400,14900,5400,1200,6300,7800,135600
2024-07,48800,6300,14400,4600,3600,800,4300,800,0,28800
2024-07,38800,8500,10000,3100,3300,1000,2700,1100,900,22700
2024-07,173200,44800,44200,22300,12400,8300,9700,5600,8500,112300
2024-07,250900,49400,63800,5000,10400,5500,8400,7200,13500,113700
2024-07,68300,16600,14300,6600,3200,1700,2700,2700,2600,33600
2024-07,74900,13300,17300,2800,5600,3600,7000,2400,1600,40400
2024-07,18600,1400,4600,1400,700,400,1800,1000,500,10500
2024-07,60900,11800,15700,6900,2800,1600,2600,2500,2400,33600
2024-07,70400,11200,21900,5200,3600,2000,3800,2800,4100,44300
2024-07,21100,1500,4300,1700,1000,600,1000,1000,900,10500
2024-07,19300,3100,5600,800,1100,400,1200,800,700,10800
2024-07,60100,11000,9600,5600,1400,2300,4200,2000,200,25900
2024-07,40600,4500,10000,1000,2800,1600,1300,1500,2400,20700
2024-07,57500,13800,15500,3700,2400,2100,5500,2400,2200,33400
2024-07,51900,10500,12000,5400,1400,2100,3500,2900,2900,30500
2024-07,96000,13500,14200,9600,7600,3100,3000,1800,4900,43500
2024-07,40100,7200,14500,5500,400,1700,1500,1800,900,26200
2024-07,279400,73400,61100,40200,6600,10200,12400,6100,7300,145300
2024-07,71700,13100,21000,8700,1900,1500,2700,2800,3100,41000
2024-07,253800,77800,63000,19900,23900,6000,24000,9500,2600,150000
2024-07,261600,62000,80100,33900,14700,8800,16100,7100,11700,173000
2024-07,80600,10400,18800,11200,3700,3300,3500,2700,3400,47300
2024-07,18400,4100,5300,2700,900,700,100,1000,400,11000
2024-07,80800,6300,15000,4500,800,1900,3200,2700,2000,29800
2024-07,93800,13300,23600,8200,6800,1800,3300,4600,2700,51800
2024-07,296900,51400,104500,14100,16000,9000,17900,6400,6700,172000
2024-07,54200,14900,16300,3800,3600,2200,2900,1700,1000,31200
2024-07,35300,4700,6700,2800,1400,300,2000,900,700,14800
2024-07,47500,4400,14300,7300,2600,2000,1900,600,1700,30500
2024-07,90000,14400,21900,8200,6300,1400,6500,2800,1200,49300
2024-07,83300,27600,26600,1900,800,3100,2500,3400,1700,39500
2024-07,89800,24100,24400,3600,7300,3100,5100,2900,4300,50100
2024-07,106100,25000,9800,10700,4600,5400,5600,1500,3600,41300
2024-07,416400,47200,177600,25000,25300,13200,38600,5700,16900,303700
2024-07,49300,8300,16900,2000,2100,1500,3600,2700,0,29100
2024-07,32300,5900,6700,3700,1500,1000,2500,800,1700,17600
2024-07,38000,9800,13600,2500,1500,1000,2300,100,1800,22900
2024-07,29500,4400,6600,2800,1400,1400,1800,800,900,15700
2024-07,19700,2700,5600,900,1300,800,0,100,300,8900
2024-07,19400,3900,5300,1400,1000,600,2000,400,600,11300
2024-07,47100,8700,5700,6600,2600,1200,3000,2200,1700,22200
2024-07,44400,9600,8600,4900,2400,1300,1300,1600,0,20000
2024-07,48200,9800,12800,4900,3400,1500,4300,2100,500,29600
2024-07,228500,39900,58900,23800,9100,4300,7100,5800,11500,121000
2024-07,23500,2800,8400,500,1200,700,900,400,200,12000
2024-07,105900,18900,37200,6400,4200,4300,9100,5400,2200,71400
2024-07,70800,13700,27600,7700,2700,2100,3400,600,300,43600
2024-07,559600,109600,186400,23000,22800,14900,15100,16200,16900,291500
2024-07,26300,5800,7400,1800,1500,200,1200,1000,600,14000
2024-07,60800,10300,13400,5100,4800,2100,4600,800,2200,33000
2024-07,423900,37500,82300,36600,11100,7700,22700,12300,8900,185100
2024-07,263600,28500,54400,12200,11300,2100,6100,3200,9100,99700
2024-07,205200,31200,48500,9800,7900,4900,7200,4400,10700,91800
2024-07,38900,5600,10000,5000,1000,900,2600,1500,700,21900
2024-07,43100,11200,10900,4100,2300,1700,2300,1100,1300,23500
2024-07,268700,37000,75200,17500,15000,5600,19200,4000,13200,149600
2024-07,396600,75500,127900,32000,19400,12700,19300,0,6400,214500
2024-07,70600,10000,17000,7600,3200,1900,7800,2900,3200,42900
2024-07,87700,11300,10700,8400,2200,3300,5600,2200,3200,35000
2024-07,33100,1900,9200,2600,1800,1000,200,1300,1000,17300
2024-07,112700,31000,31700,11700,8400,4700,10600,1500,0,68600
2024-07,24600,4300,6000,1400,900,600,2000,400,800,11800
2024-07,81700,11500,26800,6400,6100,2400,3100,700,3000,49000
2024-07,110000,22900,26300,8700,6400,3900,3900,5600,5500,58200
2024-07,76700,15900,24100,3600,4300,2700,700,2300,2400,39900
2024-07,44000,8700,5500,1000,1500,800,300,1100,700,11100
2024-07,31900,4300,8400,2100,1600,800,2000,100,1000,16100
2024-07,97000,7200,32000,5000,3200,2300,7200,7200,3800,59800
2024-07,38100,10500,14500,3000,2200,1100,3300,1400,1400,26300
2024-07,49000,11800,16500,3600,1000,2300,5700,300,600,30100
2024-07,24100,3100,6100,2600,1800,900,1900,900,300,14500
2024-07,107700,13700,39200,10300,7000,2200,9900,3500,2800,75800
2024-07,53300,8400,16300,6500,4200,2200,500,1400,1700,32200
2024-07,38500,2600,9300,1700,2600,900,1300,1000,2100,19200
2024-07,64900,5500,17300,7300,3900,1300,1800,3600,2800,37400
2024-07,28200,3500,5900,2100,1000,1300,2100,1700,1500,15600
2024-07,34700,6700,8900,2200,2300,1500,3900,1300,400,20700
2024-07,601500,148900,120300,53200,19100,24100,62000,15900,14700,313600
2024-07,68200,16700,14300,5300,4900,2500,1800,2200,2700,33500
2024-07,173900,0,45800,14300,8800,3700,12200,9000,0,93500
2024-07,35500,8200,11600,4300,1400,1000,1600,800,400,21200
2024-07,245700,60900,41400,23000,12700,9900,27300,7300,6100,128800
2024-07,184300,22800,33200,20100,9400,5500,12800,3300,4400,89800
2024-07,49700,13100,15500,3700,2700,900,3500,1800,1600,29400
2024-07,93800,20400,19200,9500,3000,4600,3900,2500,3900,47700
2024-07,59900,9900,22400,2300,3200,1200,2000,1700,3700,36500
2024-07,105100,8700,29500,9200,6200,1900,7300,0,2300,56500
2024-07,660200,112700,193200,28800,28100,24400,56300,23000,13200,370700
2024-07,240200,52400,52900,21100,8000,5500,7600,7000,13100,119900
2024-07,668000,94700,219800,77300,33800,21900,50200,0,21700,432800
2024-07,37900,2100,6000,4300,1800,1500,2600,1700,2200,20500
